round,Country,driverCode,points,year,AirTemp,Humidity,Pressure,TrackTemp,WindSpeed,Rainfall
1,Australian,VET,25.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,HAM,18.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,RAI,15.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,RIC,12.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,ALO,10.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,VER,8.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,HUL,6.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,BOT,4.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,VAN,2.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,SAI,1.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,PER,0.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,OCO,0.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,LEC,0.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,STR,0.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,HAR,0.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,GRO,0.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,MAG,0.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,GAS,0.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,ERI,0.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
1,Australian,SIR,0.0,2018,24.077477477477483,30.91531531531532,997.0036036036036,36.32432432432432,3.691891891891892,False
2,Bahrain,VET,25.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,BOT,18.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,HAM,15.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,GAS,12.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,MAG,10.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,HUL,8.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,ALO,6.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,VAN,4.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,ERI,2.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,OCO,1.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,SAI,0.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,LEC,0.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,GRO,0.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,STR,0.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,SIR,0.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,PER,0.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,HAR,0.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,RAI,0.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,VER,0.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
2,Bahrain,RIC,0.0,2018,27.982524271844653,47.36310679611651,1009.4941747572816,32.19805825242719,0.9582524271844662,False
3,Chinese,RIC,25.0,2018,19.446428571428573,24.089285714285715,1018.13125,37.01964285714286,1.8375,False
3,Chinese,BOT,18.0,2018,19.446428571428573,24.089285714285715,1018.13125,37.01964285714286,1.8375,False
3,Chinese,RAI,15.0,2018,19.446428571428573,24.089285714285715,1018.13125,37.01964285714286,1.8375,False
3,Chinese,HAM,12.0,2018,19.446428571428573,24.089285714285715,1018.13125,37.01964285714286,1.8375,False
3,Chinese,VER,10.0,2018,19.446428571428573,24.089285714285715,1018.13125,37.01964285714286,1.8375,False
