round,Country,driverCode,points,year,AirTemp,Humidity,Pressure,TrackTemp,WindSpeed,Rainfall
7,Canadian,ALO,0,2018,20.5,28,1017.52,36.9,2.47,False
7,Canadian,HAR,0,2018,20.5,28,1017.52,36.9,2.47,False
7,Canadian,STR,0,2018,20.5,28,1017.52,36.9,2.47,False
8,French,HAM,25,2018,24.5,49,966.26,42.0,1.82,False
8,French,VER,18,2018,24.5,49,966.26,42.0,1.82,False
8,French,RAI,15,2018,24.5,49,966.26,42.0,1.82,False
8,French,RIC,12,2018,24.5,49,966.26,42.0,1.82,False
8,French,VET,10,2018,24.5,49,966.26,42.0,1.82,False
8,French,MAG,8,2018,24.5,49,966.26,42.0,1.82,False
8,French,BOT,6,2018,24.5,49,966.26,42.0,1.82,False
8,French,SAI,4,2018,24.5,49,966.26,42.0,1.82,False
8,French,HUL,2,2018,24.5,49,966.26,42.0,1.82,False
8,French,LEC,1,2018,24.5,49,966.26,42.0,1.82,False
8,French,GRO,0,2018,24.5,49,966.26,42.0,1.82,False
8,French,VAN,0,2018,24.5,49,966.26,42.0,1.82,False
8,French,ERI,0,2018,24.5,49,966.26,42.0,1.82,False
8,French,HAR,0,2018,24.5,49,966.26,42.0,1.82,False
8,French,SIR,0,2018,24.5,49,966.26,42.0,1.82,False
8,French,ALO,0,2018,24.5,49,966.26,42.0,1.82,False
8,French,STR,0,2018,24.5,49,966.26,42.0,1.82,False
8,French,PER,0,2018,24.5,49,966.26,42.0,1.82,False
8,French,OCO,0,2018,24.5,49,966.26,42.0,1.82,False
8,French,GAS,0,2018,24.5,49,966.26,42.0,1.82,False
9,Austrian,VER,25,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,RAI,18,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,VET,15,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,GRO,12,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,MAG,10,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,OCO,8,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,PER,6,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,ALO,4,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,LEC,2,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,ERI,1,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,GAS,0,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,SAI,0,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,SIR,0,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,STR,0,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,VAN,0,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,HAM,0,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,HAR,0,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,RIC,0,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,BOT,0,2018,23.2,37,936.11,45.9,2.48,False
9,Austrian,HUL,0,2018,23.2,37,936.11,45.9,2.48,False
10,British,VET,25,2018,27.4,39,1008.3,52.2,1.46,False
10,British,HAM,18,2018,27.4,39,1008.3,52.2,1.46,False
10,British,RAI,15,2018,27.4,39,1008.3,52.2,1.46,False
10,British,BOT,12,2018,27.4,39,1008.3,52.2,1.46,False
10,British,RIC,10,2018,27.4,39,1008.3,52.2,1.46,False
10,British,HUL,8,2018,27.4,39,1008.3,52.2,1.46,False
10,British,OCO,6,2018,27.4,39,1008.3,52.2,1.46,False
10,British,ALO,4,2018,27.4,39,1008.3,52.2,1.46,False
10,British,MAG,2,2018,27.4,39,1008.3,52.2,1.46,False
10,British,PER,1,2018,27.4,39,1008.3,52.2,1.46,False
10,British,VAN,0,2018,27.4,39,1008.3,52.2,1.46,False
10,British,STR,0,2018,27.4,39,1008.3,52.2,1.46,False
10,British,GAS,0,2018,27.4,39,1008.3,52.2,1.46,False
10,British,SIR,0,2018,27.4,39,1008.3,52.2,1.46,False
10,British,VER,0,2018,27.4,39,1008.3,52.2,1.46,False
10,British,GRO,0,2018,27.4,39,1008.3,52.2,1.46,False
10,British,SAI,0,2018,27.4,39,1008.3,52.2,1.46,False
10,British,ERI,0,2018,27.4,39,1008.3,52.2,1.46,False
10,British,LEC,0,2018,27.4,39,1008.3,52.2,1.46,False
10,British,HAR,0,2018,27.4,39,1008.3,52.2,1.46,False
11,German,HAM,26,2018,26.4,55,1001.4,40.7,2.01,False
11,German,BOT,18,2018,26.4,55,1001.4,40.7,2.01,False
11,German,PER,10,2018,26.4,55,1001.4,40.7,2.01,False
11,German,MAG,2,2018,26.4,55,1001.4,40.7,2.01,False
11,German,SAI,6,2018,26.4,55,1001.4,40.7,2.01,False
11,German,GAS,0,2018,26.4,55,1001.4,40.7,2.01,False
11,German,ALO,0,2018,26.4,55,1001.4,40.7,2.01,False
11,German,STR,0,2018,26.4,55,1001.4,40.7,2.01,False
11,German,VET,0,2018,26.4,55,1001.4,40.7,2.01,False
11,German,RIC,0,2018,26.4,55,1001.4,40.7,2.01,False
12,Hungarian,HAM,25,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,VET,18,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,RAI,15,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,RIC,12,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,BOT,10,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,GAS,8,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,MAG,6,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,ALO,4,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,SAI,2,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,GRO,1,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,HAR,0,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,HUL,0,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,OCO,0,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,PER,0,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,ERI,0,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,SIR,0,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,STR,0,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,VAN,0,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,VER,0,2018,33.8,33,983.53,51.1,1.14,False
12,Hungarian,LEC,0,2018,33.8,33,983.53,51.1,1.14,False
13,Belgian,VET,25,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,HAM,18,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,VER,15,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,BOT,12,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,PER,10,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,OCO,8,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,GRO,6,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,MAG,4,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,GAS,2,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,ERI,1,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,SAI,0,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,SIR,0,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,STR,0,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,HAR,0,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,VAN,0,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,RIC,0,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,RAI,0,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,LEC,0,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,ALO,0,2018,17.3,38,966.91,27.9,2.04,False
13,Belgian,HUL,0,2018,17.3,38,966.91,27.9,2.04,False
14,Italian,HAM,25,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,RAI,18,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,BOT,15,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,VET,12,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,VER,10,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,OCO,8,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,PER,6,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,SAI,4,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,STR,2,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,SIR,1,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,LEC,0,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,VAN,0,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,HUL,0,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,GAS,0,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,ERI,0,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,MAG,0,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,RIC,0,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,ALO,0,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,HAR,0,2018,22.2,64,995.22,30.8,2.12,False
14,Italian,GRO,0,2018,22.2,64,995.22,30.8,2.12,False
15,Singapore,HAM,25,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,VER,18,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,VET,15,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,BOT,12,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,RAI,10,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,RIC,8,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,ALO,6,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,SAI,4,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,LEC,2,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,HUL,1,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,ERI,0,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,VAN,0,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,GAS,0,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,STR,0,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,GRO,0,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,PER,0,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,HAR,0,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,MAG,0,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,SIR,0,2018,29.9,66,1007.81,33.1,1.98,False
15,Singapore,OCO,0,2018,29.9,66,1007.81,33.1,1.98,False
16,Russian,HAM,25,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,BOT,18,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,VET,15,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,RAI,12,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,VER,10,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,RIC,8,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,LEC,6,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,MAG,4,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,OCO,2,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,PER,1,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,GRO,0,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,HUL,0,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,ERI,0,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,ALO,0,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,STR,0,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,VAN,0,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,SAI,0,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,SIR,0,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,GAS,0,2018,24.8,61,1016.53,29.9,2.0,False
16,Russian,HAR,0,2018,24.8,61,1016.53,29.9,2.0,False
17,Japanese,HAM,25,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,BOT,18,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,VER,15,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,RIC,12,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,RAI,10,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,VET,8,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,PER,6,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,GRO,4,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,OCO,2,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,SAI,1,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,GAS,0,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,ERI,0,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,HAR,0,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,ALO,0,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,VAN,0,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,SIR,0,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,STR,0,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,LEC,0,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,HUL,0,2018,28.3,51,1008.19,37.2,1.79,False
17,Japanese,MAG,0,2018,28.3,51,1008.19,37.2,1.79,False
18,United States,RAI,25,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,VER,18,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,HAM,15,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,VET,12,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,BOT,10,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,HUL,8,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,SAI,6,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,PER,4,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,HAR,2,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,ERI,1,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,VAN,0,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,GAS,0,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,SIR,0,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,STR,0,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,LEC,0,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,RIC,0,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,GRO,0,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,ALO,0,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,OCO,0,2018,21.9,38,1005.9,30.5,2.09,False
18,United States,MAG,0,2018,21.9,38,1005.9,30.5,2.09,False
19,Mexican,VER,25,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,VET,18,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,RAI,15,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,HAM,12,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,BOT,10,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,HUL,8,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,LEC,6,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,VAN,4,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,ERI,2,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,GAS,1,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,OCO,0,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,STR,0,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,SIR,0,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,HAR,0,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,MAG,0,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,GRO,0,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,RIC,0,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,PER,0,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,SAI,0,2018,20.1,51,784.19,34.5,1.56,False
19,Mexican,ALO,0,2018,20.1,51,784.19,34.5,1.56,False
20,Brazilian,HAM,25,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,VER,18,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,RAI,15,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,RIC,12,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,BOT,10,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,VET,8,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,LEC,6,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,GRO,4,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,MAG,2,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,PER,1,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,HAR,0,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,SAI,0,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,GAS,0,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,VAN,0,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,OCO,0,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,SIR,0,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,ALO,0,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,STR,0,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,HUL,0,2018,23.8,75,923.93,40.1,2.19,False
20,Brazilian,ERI,0,2018,23.8,75,923.93,40.1,2.19,False
21,Abu Dhabi,VET,18,2018,31.3,45,1013.11,33.3,2.16,False
21,Abu Dhabi,RIC,12,2018,31.3,45,1013.11,33.3,2.16,False
21,Abu Dhabi,BOT,10,2018,31.3,45,1013.11,33.3,2.16,False
21,Abu Dhabi,SAI,15,2018,31.3,45,1013.11,33.3,2.16,False
