,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0
0,171.88,411.29,483.79,174.89,288.87,249.86,169.92,248.91,621.91,1109.8,1009.93,156.01,174.08,818.38,225.84,175.28,1019.43,435.7,170.48,313.84
1,172.09,314.29,290.63,175.69,234.73,248.91,252.15,352.61,457.92,705.67,688.72,155.99,503.54,689.83,225.29,1181.48,311.62,211.49,1022.52,217.24
2,2509.21,173.32,50.29,2879.66,268.18,1661.42,1033.88,1600.55,980.21,718.7,423.55,185.69,444.47,439.43,420.63,1098.38,136.19,1503.97,948.68,55.77
3,487.02,198.88,842.13,1041.86,655.51,1661.03,953.2,1437.21,907.42,452.96,41.52,1264.94,973.28,221.69,713.29,1035.56,158.49,1423.88,584.99,319.32
4,107.65,2209.68,727.73,866.04,441.76,1982.21,727.85,1353.2,857.75,251.14,199.1,1149.98,770.68,503.1,1427.77,1077.13,926.53,1355.43,962.92,800.3
5,435.53,683.25,515.77,522.73,343.42,1992.38,1202.38,1054.24,793.19,468.74,1258.61,1045.5,676.06,1318.96,1046.95,836.87,799.18,1386.55,760.4,666.77
6,2127.9,593.74,329.4,902.49,605.86,682.24,1089.76,822.03,243.01,1159.63,896.51,952.02,25.63,1035.08,720.4,591.8,467.33,1292.9,65.33,438.77
7,1905.17,508.83,45.17,695.19,448.26,681.3,990.13,1435.02,677.98,1030.49,794.22,544.53,727.2,907.42,710.7,442.27,617.07,1136.79,177.92,448.86
8,9.81,278.4,1141.63,813.1,77.63,680.98,814.52,1237.89,1060.18,909.56,591.76,1252.53,757.26,681.12,568.3,984.1,989.29,778.91,2020.56,509.27
9,202.16,524.25,755.75,551.64,403.35,865.36,6.51,1154.43,931.03,794.09,719.17,1108.36,669.26,881.09,188.09,857.27,828.24,686.09,1748.4,219.41
10,276.35,696.16,240.79,276.35,1391.49,863.99,644.2,1077.13,991.61,810.49,1385.63,890.97,395.86,456.47,446.23,595.84,11.81,606.67,951.96,480.74
11,956.71,467.85,280.48,236.55,1164.77,2108.48,3985.68,424.24,1215.21,953.21,1250.64,937.95,275.36,73.85,813.18,2010.0,368.28,471.02,686.37,327.61
12,852.28,61.57,3556.36,370.28,326.92,781.22,3738.3,312.97,1334.76,800.04,1130.95,402.18,394.73,596.36,524.18,2074.79,986.89,221.73,1952.28,353.15
13,668.23,738.79,3766.2,1249.07,231.96,1349.34,3637.94,110.98,339.63,341.67,417.92,133.98,1670.1,478.57,97.76,44.43,703.47,3057.82,113.6,84.26
14,326.84,1.46,1105.89,1442.78,11.87,280.15,887.41,1219.88,206.78,594.0,303.83,329.55,1878.04,897.68,396.65,46.95,315.72,2955.06,28.33,418.54
15,1208.99,348.87,879.93,1523.84,109.66,233.58,804.92,1114.92,141.14,424.44,177.99,89.62,2057.94,593.15,284.66,135.85,438.29,2865.0,351.75,202.41
16,122.89,380.3,673.66,1069.18,286.63,600.28,669.11,999.79,49.58,1114.13,541.35,905.73,1453.64,457.75,177.11,469.27,225.56,2786.81,439.84,100.6
17,22.5,232.6,128.7,588.24,86.83,982.66,1371.92,823.68,472.18,807.15,1379.01,797.51,751.51,558.38,5.97,343.29,10.95,2718.07,656.76,378.4
18,117.09,3288.16,47.49,152.42,6.1,977.01,145.26,634.74,504.93,530.32,1251.5,1628.52,760.64,305.74,223.73,295.46,346.96,2658.33,222.97,271.14
19,480.16,4191.22,40.92,1513.7,438.46,978.18,68.07,426.98,382.69,279.77,1122.38,1309.77,663.73,211.48,133.04,640.34,254.29,407.23,208.5,181.23
20,355.2,2590.51,5.39,436.88,718.23,914.97,302.26,175.71,803.19,188.35,894.35,16.57,374.09,692.05,466.86,564.61,185.67,350.12,29.11,92.32
21,213.79,2496.73,86.24,300.18,313.13,2316.74,690.44,199.66,319.29,90.62,131.15,73.64,110.93,435.33,781.08,254.13,869.49,125.68,47.52,9.17
22,711.93,2329.98,177.7,378.87,159.05,554.02,430.79,105.66,456.73,763.71,391.0,219.98,223.36,332.18,624.98,116.15,748.61,241.03,308.6,257.67
23,503.42,2127.65,288.46,73.33,625.14,654.33,183.9,73.99,589.13,508.32,174.58,699.72,139.9,238.8,367.0,26.48,634.2,157.53,122.88,802.41
24,293.04,168.11,332.78,397.73,184.85,2378.07,743.25,718.4,429.09,400.51,82.53,558.62,51.68,958.5,395.44,57.76,293.37,65.82,521.55,680.05
25,442.14,428.52,77.18,513.86,409.02,2468.06,121.16,579.66,75.52,167.94,4.88,156.3,813.98,823.86,747.12,1622.24,551.71,617.95,161.29,451.6
26,502.02,1903.9,729.11,389.55,413.68,603.3,479.69,459.45,152.01,505.92,656.56,703.89,401.4,472.26,261.41,1359.15,661.06,485.1,337.97,518.26
27,174.49,2165.88,80.84,750.0,81.96,604.71,694.92,86.29,967.48,860.47,516.77,129.35,146.69,777.79,86.52,1257.65,258.85,11.71,566.01,478.28
28,12.83,51.09,476.59,11.8,134.51,2735.75,381.8,713.45,426.27,734.98,389.55,39.82,667.02,309.3,519.3,822.44,233.56,538.35,1056.18,35.18
29,71.38,22.19,513.1,399.8,41.18,949.42,94.63,254.45,258.24,407.1,135.29,374.28,28.36,91.02,359.81,730.64,519.9,164.02,973.76,421.39
30,350.19,124.53,186.14,625.39,45.32,954.8,109.77,253.4,105.12,710.7,725.71,631.67,139.93,925.73,312.8,106.9,871.65,405.94,309.98,490.28
31,489.71,31.32,7.45,428.16,284.43,914.9,20.72,512.37,454.9,661.77,162.93,470.22,448.44,785.99,101.99,1631.0,741.79,133.63,135.23,809.9
32,137.98,459.38,83.04,338.15,303.58,1442.66,1397.91,583.34,1075.63,355.27,427.69,118.94,704.44,501.11,15.03,1539.98,620.01,654.62,46.5,534.37
33,304.7,510.86,163.2,125.1,138.94,1435.89,992.78,425.56,846.23,202.66,287.48,25.56,351.86,479.24,59.98,1437.77,416.4,342.65,420.62,398.09
34,2285.12,392.63,119.34,32.68,61.0,1486.45,389.73,19.23,425.96,609.32,558.84,897.92,53.3,260.79,912.23,1349.6,305.74,75.1,808.76,279.77
35,1885.66,772.95,659.88,49.73,746.86,375.2,218.27,266.98,793.47,659.15,384.02,625.2,41.18,172.29,640.2,1387.55,217.11,13.76,672.88,154.68
36,569.92,253.59,583.46,1251.57,621.45,249.67,1214.77,16.5,842.56,266.42,271.29,338.3,43.12,487.91,403.23,1158.29,60.16,1086.9,517.77,64.11
37,1380.64,370.92,440.29,716.64,403.29,1252.67,1008.77,1203.42,396.39,396.65,140.68,992.13,132.71,376.64,305.35,388.61,583.46,1006.74,44.96,126.46
38,1019.18,49.15,2646.73,256.07,360.98,230.96,846.69,880.09,654.87,293.13,48.34,297.77,593.13,274.2,146.5,291.5,344.72,599.8,645.5,39.37
39,1077.2,75.1,709.19,731.76,282.37,2088.51,736.61,18.5,523.18,201.78,1219.34,1250.39,484.31,874.59,436.85,1518.13,252.97,509.7,444.24,46.73
40,852.83,16.5,546.09,572.5,1523.02,2084.96,924.93,388.77,907.95,517.42,1078.21,1153.7,295.53,736.97,2954.87,1188.71,95.26,429.37,287.6,281.81
41,197.36,618.46,2091.75,1157.18,569.48,2089.2,733.34,59.34,656.92,410.9,504.72,980.21,286.22,607.83,2675.85,1092.05,713.16,292.44,22.95,642.24
42,530.81,467.77,228.63,244.44,288.83,202.71,431.91,1807.1,381.58,303.58,494.25,1243.67,924.0,376.62,1532.51,799.55,577.64,187.88,54.98,408.37
43,245.93,367.31,720.38,182.53,229.92,715.1,200.81,1629.27,288.37,228.57,1120.43,1023.32,727.64,779.7,125.53,624.13,348.38,2362.41,217.24,294.51
44,98.39,557.79,656.17,1078.27,146.28,205.75,659.53,1291.91,280.21,357.39,1002.03,611.41,727.85,80.44,608.22,542.12,639.54,2272.39,136.46,503.48
45,239.34,140.86,468.21,1370.74,55.82,328.79,941.65,215.7,328.86,949.86,786.65,945.25,569.64,645.18,1370.27,65.95,605.59,2196.11,357.23,396.24
46,23.39,386.95,956.14,1308.09,85.84,974.24,839.3,536.39,1984.81,824.99,498.9,845.67,1175.82,969.0,2203.48,27.16,6.36,863.02,735.07,233.54
47,63.61,933.18,837.39,606.11,9.58,975.41,1672.33,1108.36,1937.0,264.96,753.23,107.11,170.81,811.81,337.62,542.65,432.47,1709.09,660.49,484.54
48,160.69,738.16,536.54,2251.89,433.08,438.5,1818.35,906.55,170.69,734.72,481.13,381.15,751.01,656.45,102.17,283.5,126.24,1793.26,596.75,126.24
49,184.73,634.16,674.34,2553.22,614.89,1360.69,148.71,556.24,170.48,531.19,307.63,286.73,647.03,257.97,569.7,361.35,476.59,1930.62,123.14,516.78
50,614.92,133.09,578.88,2075.92,471.32,447.22,59.74,1252.72,469.86,359.27,313.9,16.57,318.09,159.68,1303.96,532.28,728.99,842.01,469.26,617.77
51,358.06,615.21,414.98,1622.26,345.53,2009.7,222.53,1161.76,1195.61,563.68,461.94,76.76,285.28,472.48,1002.13,314.77,312.55,761.78,234.63,475.46
52,207.94,561.33,133.04,1333.9,682.92,2013.3,545.63,1006.12,985.73,790.11,859.2,474.85,297.41,343.83,495.84,159.45,191.16,332.27,728.12,50.32
