,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0
0,1462.68,1538.98,1927.45,884.56,1341.72,654.12,1169.02,1268.39,990.59,1202.18,1367.07,1466.32,1450.85,1116.36,1542.02,,535.69,,1230.42,1274.47
1,1278.09,1371.01,1583.46,795.55,1146.22,1995.11,940.01,1159.67,875.4,984.39,1166.06,1118.34,1365.74,1023.49,1994.63,,529.63,,1126.69,1148.35
2,1174.96,1308.66,953.39,723.15,1047.08,1034.66,727.2,957.48,775.12,887.76,746.58,1005.98,613.74,551.56,1081.14,,468.23,,684.55,1031.68
3,730.26,752.76,570.56,368.44,431.9,937.9,558.56,690.65,666.32,717.03,631.94,900.01,745.08,316.7,703.86,,595.08,,513.7,707.86
4,259.14,698.38,346.19,714.63,257.72,691.65,357.93,409.24,507.78,494.88,435.81,554.56,484.62,603.28,604.27,,480.71,,315.22,400.66
5,729.74,593.94,372.96,544.62,771.5,886.62,116.6,678.23,361.76,755.9,676.08,701.51,1114.11,438.56,436.67,,861.35,,648.04,700.72
6,614.9,834.89,287.19,232.71,709.15,676.88,762.83,588.57,556.02,527.94,569.93,612.92,796.23,1026.59,1240.44,,696.71,,482.62,587.58
7,522.76,640.6,206.8,918.87,417.3,524.96,658.57,662.05,146.43,854.41,379.01,842.76,585.17,776.54,820.1,,596.32,,738.38,392.11
8,955.98,634.46,51.32,724.7,768.98,1144.16,490.85,565.97,564.81,649.96,652.14,721.54,429.78,815.95,789.94,,485.99,,630.73,888.82
9,862.6,442.52,61.14,474.21,572.6,961.36,173.2,710.95,475.32,562.84,547.67,810.78,582.96,787.26,620.1,,848.42,,535.52,771.18
10,686.76,448.4,830.18,843.98,281.06,468.01,1020.52,506.09,171.43,408.85,290.06,670.83,199.49,557.33,610.19,,23.58,,296.91,391.45
11,628.62,362.25,739.61,544.0,754.32,767.94,892.29,260.84,553.38,835.16,602.15,560.53,742.46,693.91,435.04,,463.22,,768.36,766.96
12,533.73,963.95,554.09,395.99,554.27,817.23,636.26,625.06,472.15,629.52,373.84,252.75,471.38,523.17,767.09,,1049.77,,539.52,695.55
13,366.84,986.22,19.88,645.05,320.96,602.15,401.66,1088.44,580.86,631.12,377.24,614.49,1182.08,1202.24,591.41,,892.78,,187.29,594.04
14,469.92,875.33,662.31,456.84,633.33,783.3,784.94,1046.83,323.69,186.51,161.95,500.37,1052.65,1070.13,223.01,,643.77,,587.07,170.86
15,390.05,778.16,478.91,207.01,532.05,569.98,687.94,886.59,738.08,1170.96,306.43,938.61,794.45,1000.4,533.74,,421.08,,625.06,696.85
16,220.55,548.15,723.37,1005.29,110.62,1149.9,492.73,677.24,628.2,981.97,211.01,875.33,1029.52,1007.69,589.05,,1277.73,,525.3,402.31
17,570.32,1367.69,509.95,1054.73,430.92,940.63,266.29,431.8,433.06,757.65,721.08,592.37,611.49,935.99,618.57,,868.23,,366.32,2124.93
18,490.89,1288.54,820.56,587.37,251.1,369.58,88.18,583.94,370.92,646.83,603.47,417.51,683.42,611.53,506.51,,528.63,,961.91,1923.56
19,1005.34,1219.86,556.83,390.27,435.35,1231.18,640.74,504.31,248.8,873.35,499.55,667.94,876.63,260.68,660.33,,439.72,,1087.32,393.3
20,1050.05,1106.75,179.05,260.41,678.99,1061.63,532.68,325.14,55.47,985.02,320.6,680.95,568.79,1511.41,587.55,,359.78,,755.74,521.17
21,925.71,562.56,1729.1,552.89,579.33,13.66,271.23,847.69,506.51,1083.84,481.45,580.35,226.24,882.42,1575.12,,696.42,,581.33,643.01
22,741.39,399.57,1607.6,271.62,529.35,1083.2,301.56,705.56,374.66,797.53,408.42,488.8,949.42,743.51,1653.48,,574.88,,317.12,1052.88
23,437.7,430.47,1490.63,407.26,83.95,926.82,56.75,390.97,656.9,527.35,427.74,478.68,836.48,640.0,767.98,,132.29,,520.7,936.75
24,665.6,324.09,988.16,592.92,616.17,477.85,163.41,758.85,37.17,614.04,327.65,750.72,638.0,546.57,651.15,,756.75,,377.45,577.31
25,350.01,570.27,989.32,246.54,634.17,679.02,360.25,648.07,1176.4,202.35,384.81,633.97,733.08,315.71,545.57,,557.22,,384.63,518.54
26,1429.43,478.42,894.99,427.16,1681.78,352.06,555.29,549.56,1033.8,995.81,588.62,529.62,644.75,604.42,361.76,,390.4,,226.39,354.86
27,1318.99,394.5,654.92,646.08,1739.11,811.57,380.6,463.29,786.41,872.31,375.39,354.25,352.95,500.99,564.45,,718.16,,371.03,701.81
28,728.64,411.2,488.7,539.59,1475.12,56.8,647.85,611.78,677.46,660.23,291.61,672.59,869.55,403.23,357.95,,500.73,,688.66,593.64
29,530.19,311.84,486.04,361.76,383.92,1081.28,576.22,505.25,386.85,420.02,622.42,556.02,746.46,238.69,495.3,,484.11,,593.66,495.88
30,484.01,322.56,115.02,296.3,984.39,948.42,406.43,496.43,622.42,636.21,489.85,337.01,475.32,754.28,400.61,,760.58,,507.78,541.3
31,395.69,403.2,1136.36,223.44,728.27,635.97,636.97,405.79,493.93,432.57,385.06,953.76,836.98,645.39,804.08,,561.93,,561.35,430.47
32,321.96,309.53,932.36,663.03,503.78,459.29,537.59,631.75,300.07,670.03,513.4,712.78,725.36,464.8,541.76,,1042.57,,463.21,495.3
33,463.14,223.01,675.96,543.75,662.86,750.04,450.49,410.34,572.6,566.15,419.11,606.49,496.08,848.0,407.33,,921.85,,604.33,382.18
34,361.95,779.25,205.34,357.95,440.61,639.49,378.13,360.92,473.09,470.99,488.73,641.17,286.49,611.56,198.59,,811.84,,530.58,298.99
35,274.4,686.44,396.59,610.04,340.97,541.53,699.36,257.7,514.1,762.85,266.02,529.71,567.03,312.41,552.39,,615.54,,372.15,752.49
36,498.41,604.47,945.21,415.97,523.04,897.03,609.95,492.87,293.91,492.26,261.75,380.95,184.05,360.54,440.33,,532.33,,609.76,512.33
37,392.45,546.29,828.33,335.89,341.9,776.81,412.3,295.34,375.01,46.42,155.3,61.01,1008.19,147.18,251.1,,479.48,,394.89,532.37
38,705.48,405.34,613.76,555.16,133.52,569.47,445.96,928.58,458.95,368.16,307.42,394.15,1039.6,536.79,859.27,,322.6,,312.07,296.84
39,455.86,450.42,523.65,351.51,670.83,831.3,365.05,1072.09,354.12,502.49,224.01,294.39,811.93,270.16,1024.47,,585.33,,209.32,585.96
40,324.27,278.47,189.83,195.46,551.59,566.34,143.73,824.16,97.42,399.12,590.38,864.29,428.9,905.26,894.99,,475.31,,364.42,467.14
41,219.61,195.73,793.9,392.95,443.92,467.42,461.68,713.89,1075.96,891.89,501.51,742.47,531.85,671.19,578.33,,351.36,,180.05,263.1
42,387.88,333.88,668.3,294.39,377.24,520.38,264.21,461.08,830.43,768.03,334.86,628.67,714.92,567.3,137.74,,449.56,,773.1,1048.66
43,291.3,514.7,450.77,144.28,274.74,301.31,218.72,512.09,710.9,657.01,452.7,506.51,596.16,465.02,562.75,,357.93,,661.05,995.53
44,606.49,417.12,273.59,831.33,637.79,696.85,379.72,415.0,535.31,421.11,322.74,592.88,388.16,610.07,388.71,,276.3,,451.36,661.05
45,535.32,332.81,1001.12,726.14,500.51,471.24,194.03,318.5,507.44,621.24,242.32,348.91,262.45,338.69,255.81,,131.78,,543.62,561.56
46,448.44,261.0,876.18,611.49,302.49,205.01,631.7,421.0,352.96,534.99,343.71,558.82,1426.97,524.47,508.81,,720.32,,415.0,472.93
47,600.86,324.0,479.65,563.29,740.01,892.4,533.33,522.67,621.97,567.37,493.88,449.72,1157.85,270.11,314.34,,529.27,,158.04,323.62
48,450.58,232.79,770.07,401.72,889.4,1002.86,448.37,430.82,509.48,449.0,314.07,182.56,1010.08,682.56,230.6,,286.38,,387.63,987.33
49,434.82,458.62,653.31,553.87,1028.47,676.24,480.46,349.31,338.43,994.69,513.5,464.53,787.41,583.61,377.32,,1017.7,,646.12,795.79
50,336.07,377.18,453.62,469.67,893.99,575.31,411.51,502.17,836.58,621.87,407.23,1042.27,702.88,415.12,177.57,,813.48,,538.58,497.39
51,261.12,551.14,555.43,352.93,685.44,664.72,293.54,399.16,725.21,522.65,387.3,893.05,599.32,712.48,955.49,,553.28,,443.64,449.92
52,867.34,337.04,268.94,136.39,391.14,581.76,369.82,613.39,606.74,359.78,514.1,635.97,496.91,585.46,817.09,,730.44,,358.79,1274.47
